price,room_type,neighbourhood_cleansed,property_type,host_is_superhost,instant_bookable,accommodates,bathrooms,bedrooms,beds,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,availability_30,availability_60,availability_90,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,total_reviews_count,days_since_last_review,reviews_last_30_days,reviews_last_90_days,reviews_last_180_days,has_recent_reviews,review_activity_score,host_experience_years,amenities_count,distance_to_center,host_response_rate_num,host_acceptance_rate_num,days_since_first_review,review_density,price_per_person,price_per_bedroom,beds_per_person
153.0,Private room,Buitenveldert - Zuidas,Private room in boat,1,0,4,1.5,2.0,2.0,2,76,1.13,5,325,8,31,53,4.8,4.88,4.67,4.92,4.96,4.67,4.58,76.0,27.0,1.0,2.0,5.0,1,2.0,8.125941136208077,34,7.008440672403516,1.0,1.0,2240.0,0.033928571428571426,38.25,76.5,0.5
114.0,Entire home/apt,Centrum-West,Entire serviced apartment,0,0,4,1.0,2.0,2.0,2,11,0.51,1,8,1,8,8,4.64,4.82,4.18,4.91,4.82,5.0,4.55,11.0,128.0,0.0,0.0,2.0,0,0.3333333333333333,9.489390828199863,36,1.6865225449126182,1.0,0.77,869.0,0.012658227848101266,28.5,57.0,0.5
213.0,Private room,De Pijp - Rivierenbuurt,Private room in bed and breakfast,0,0,2,1.0,1.0,1.0,2,11,0.45,2,14,14,14,14,4.73,4.45,4.73,4.73,4.91,4.64,4.27,11.0,100.0,0.0,0.0,1.0,0,0.16666666666666666,10.715947980835045,41,3.316486465553577,1.0,1.0,953.0,0.011542497376705142,106.5,213.0,0.5
213.0,Entire home/apt,Slotervaart,Entire condo,0,0,2,1.5,1.0,1.0,5,15,0.42,1,322,8,17,47,5.0,5.0,5.0,4.93,4.93,4.53,4.93,15.0,102.0,0.0,0.0,1.0,0,0.16666666666666666,10.472279260780287,44,6.968005907134005,1.0,0.17,1300.0,0.011538461538461539,106.5,213.0,0.5
314.0,Entire home/apt,IJburg - Zeeburgereiland,Entire home,0,0,4,1.5,3.0,3.0,3,6,0.16,1,113,0,0,0,5.0,5.0,5.0,5.0,5.0,4.83,5.0,6.0,34.0,0.0,1.0,1.0,0,0.5,8.788501026694044,44,10.364174199433425,1.0,1.0,1361.0,0.00440852314474651,78.5,104.66666666666667,0.75
72.0,Private room,Zuid,Private room in rental unit,0,0,2,1.0,1.0,1.0,4,56,1.16,7,20,10,20,20,4.43,4.5,4.05,4.77,4.88,4.55,4.23,56.0,20.0,1.0,2.0,3.0,1,1.6666666666666667,11.890485968514716,18,5.3123187549131305,1.0,0.89,1680.0,0.03333333333333333,36.0,72.0,0.5
198.0,Entire home/apt,De Aker - Nieuw Sloten,Entire home,0,0,5,2.5,4.0,4.0,5,5,0.2,1,27,2,9,9,4.8,4.8,4.4,5.0,4.8,4.4,4.6,5.0,386.0,0.0,0.0,0.0,0,0.0,12.700889801505818,65,13.204187133269544,0.83,0.0,989.0,0.005055611729019211,39.6,49.5,0.8
180.0,Entire home/apt,De Pijp - Rivierenbuurt,Entire rental unit,0,0,2,1.0,1.0,1.0,1,2,0.4,1,355,20,50,80,4.5,4.5,4.5,4.5,4.5,5.0,4.5,2.0,79.0,0.0,1.0,2.0,0,0.6666666666666666,9.645448323066393,23,1.8973836264178319,1.0,1.0,378.0,0.005291005291005291,90.0,180.0,0.5
203.0,Entire home/apt,Bos en Lommer,Entire loft,0,0,2,1.5,1.0,1.0,5,6,0.13,1,358,23,53,83,5.0,5.0,4.83,5.0,5.0,5.0,4.83,6.0,136.0,0.0,0.0,1.0,0,0.16666666666666666,11.45242984257358,25,6.013923250009073,0.8,0.6,1632.0,0.003676470588235294,101.5,203.0,0.5
134.0,Private room,Oud-Noord,Private room in rental unit,0,0,2,1.0,1.0,1.0,3,7,1.38,1,100,4,22,22,4.86,4.86,5.0,4.86,5.0,4.71,4.71,7.0,18.0,1.0,2.0,7.0,1,2.3333333333333335,7.759069130732375,41,3.020225558234688,1.0,0.88,379.0,0.018469656992084433,67.0,134.0,0.5
380.0,Entire home/apt,Westerpark,Entire rental unit,0,0,4,1.0,2.0,2.0,2,32,0.48,1,3,3,3,3,4.91,4.94,4.88,4.94,4.97,4.84,4.72,32.0,102.0,0.0,0.0,2.0,0,0.3333333333333333,8.837782340862423,53,3.7206625457973193,1.0,0.75,2240.0,0.014285714285714285,95.0,190.0,0.5
270.0,Entire home/apt,De Pijp - Rivierenbuurt,Entire rental unit,0,0,2,1.0,1.0,1.0,4,16,0.34,1,49,0,14,44,5.0,4.94,5.0,4.94,5.0,5.0,4.88,16.0,53.0,0.0,1.0,3.0,0,0.8333333333333334,6.16290212183436,16,2.1750477615448705,1.0,0.73,1631.0,0.009809932556713672,135.0,270.0,0.5
135.0,Entire home/apt,Zuid,Entire home,0,0,2,1.0,1.0,1.0,3,6,0.12,1,0,0,0,0,4.83,4.83,5.0,5.0,5.0,4.67,4.5,6.0,372.0,0.0,0.0,0.0,0,0.0,11.11567419575633,38,5.50523520968909,1.0,0.71,1708.0,0.00351288056206089,67.5,135.0,0.5
155.0,Entire home/apt,Bos en Lommer,Entire rental unit,0,0,2,1.0,1.0,1.0,2,14,0.35,1,2,2,2,2,4.93,4.93,4.93,4.86,5.0,4.64,4.86,14.0,115.0,0.0,0.0,4.0,0,0.6666666666666666,7.408624229979466,32,6.3171277084445885,1.0,0.6,1430.0,0.009790209790209791,77.5,155.0,0.5
322.0,Private room,Centrum-West,Private room in bed and breakfast,0,0,2,1.0,1.0,1.0,1,9,0.24,2,255,6,19,38,4.56,4.56,4.44,4.22,4.22,4.89,4.33,9.0,311.0,0.0,0.0,0.0,0,0.0,8.098562628336756,55,2.306583198698601,1.0,1.0,1343.0,0.006701414743112435,161.0,322.0,0.5
180.0,Entire home/apt,Slotervaart,Entire townhouse,0,0,2,1.0,1.0,1.0,3,2,0.07,1,41,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,133.0,0.0,0.0,1.0,0,0.16666666666666666,7.572895277207392,17,8.61899991168668,1.0,0.11,1113.0,0.0017969451931716084,90.0,180.0,0.5
293.0,Entire home/apt,Oostelijk Havengebied - Indische Buurt,Houseboat,1,1,2,1.0,1.0,1.0,1,87,1.32,2,316,10,28,55,4.94,4.91,4.91,4.98,4.95,4.87,4.64,87.0,101.0,0.0,0.0,3.0,0,0.5,9.804243668720055,45,2.8018961590499862,1.0,0.44,2210.0,0.03936651583710407,146.5,293.0,0.5
207.0,Private room,Centrum-West,Private room in townhouse,0,0,2,1.0,1.0,1.0,3,49,0.74,1,340,11,37,67,4.86,4.88,5.0,5.0,4.98,4.96,4.71,49.0,101.0,0.0,0.0,5.0,0,0.8333333333333334,5.4839151266255985,35,1.7301054800497746,1.0,1.0,2226.0,0.0220125786163522,103.5,207.0,0.5
162.0,Private room,Westerpark,Private room in houseboat,0,1,3,1.0,1.0,1.0,2,54,0.84,1,139,15,30,58,4.78,4.8,4.69,4.89,4.74,4.78,4.54,54.0,15.0,1.0,13.0,30.0,1,9.833333333333334,7.101984941820671,29,3.5260122743546454,1.0,1.0,2157.0,0.025034770514603615,54.0,162.0,0.3333333333333333
175.0,Entire home/apt,Centrum-Oost,Entire rental unit,0,0,2,1.0,1.0,1.0,5,2,0.17,1,22,14,22,22,4.5,4.5,4.5,4.5,4.5,4.5,4.5,2.0,127.0,0.0,0.0,1.0,0,0.16666666666666666,11.624914442162902,19,0.7408814985356464,1.0,0.24,577.0,0.0034662045060658577,87.5,175.0,0.5
115.0,Private room,Geuzenveld - Slotermeer,Room in hotel,0,1,1,1.0,0.0,1.0,1,23,0.37,7,339,15,40,70,4.3,4.3,4.35,4.26,4.04,4.0,4.26,23.0,161.0,0.0,0.0,1.0,0,0.16666666666666666,5.464750171115674,31,8.05018116025957,0.77,1.0,2113.0,0.010884997633696167,115.0,115.0,1.0
175.0,Private room,Geuzenveld - Slotermeer,Room in hotel,0,1,2,1.0,0.0,1.0,1,48,0.74,7,361,26,56,86,4.33,4.6,4.48,4.79,4.52,4.27,4.15,48.0,34.0,0.0,1.0,3.0,0,0.8333333333333334,5.464750171115674,31,8.112787102401903,0.77,1.0,2164.0,0.022181146025878003,87.5,175.0,0.5
248.0,Private room,Centrum-Oost,Private room in home,0,1,3,1.0,2.0,2.0,2,107,2.09,4,293,7,22,42,4.68,4.72,4.89,4.56,4.64,4.91,4.52,107.0,15.0,3.0,8.0,19.0,1,7.333333333333333,5.4401095140314855,42,0.9795296681866617,1.0,1.0,1764.0,0.06065759637188209,82.66666666666667,124.0,0.6666666666666666
218.0,Private room,Centrum-West,Private room in bed and breakfast,0,0,2,1.0,1.0,1.0,1,26,0.56,2,232,5,14,38,4.88,4.88,4.92,4.81,4.81,4.92,4.54,26.0,85.0,0.0,1.0,2.0,0,0.6666666666666666,8.098562628336756,49,2.365496204435419,1.0,1.0,1627.0,0.015980331899200985,109.0,218.0,0.5
158.0,Private room,Centrum-Oost,Private room in bed and breakfast,1,0,2,1.0,1.0,1.0,3,135,2.12,2,47,1,17,47,4.96,4.93,4.92,4.99,4.99,4.99,4.81,135.0,6.0,4.0,11.0,20.0,1,9.0,11.099247091033538,24,0.5645388414802496,1.0,0.88,2140.0,0.0630841121495327,79.0,158.0,0.5
144.0,Private room,Centrum-Oost,Private room in bed and breakfast,1,0,2,1.0,1.0,1.0,3,122,1.92,2,60,12,30,60,4.9,4.89,4.88,4.93,4.96,4.94,4.66,122.0,12.0,2.0,6.0,14.0,1,5.333333333333333,11.099247091033538,12,0.5716769411121295,1.0,0.88,2131.0,0.05725011731581417,72.0,144.0,0.5
247.0,Entire home/apt,De Pijp - Rivierenbuurt,Entire rental unit,0,0,2,1.0,1.0,1.0,2,10,0.16,1,258,25,48,78,4.9,5.0,4.4,4.8,4.9,5.0,4.8,10.0,152.0,0.0,0.0,1.0,0,0.16666666666666666,9.702943189596168,25,2.0132943041940488,0.7,0.31,2143.0,0.004666355576294913,123.5,247.0,0.5
333.0,Entire home/apt,Watergraafsmeer,Entire home,1,0,4,2.0,3.0,3.0,5,6,0.12,1,16,0,0,0,5.0,5.0,5.0,5.0,5.0,4.83,4.83,6.0,487.0,0.0,0.0,0.0,0,0.0,13.848049281314168,13,3.8720329053614004,1.0,0.78,1731.0,0.0034662045060658577,83.25,111.0,0.75
248.0,Private room,Westerpark,Room in boutique hotel,1,1,2,1.0,1.0,1.0,1,86,1.36,9,350,25,55,85,4.83,4.74,4.85,4.8,4.73,4.83,4.62,86.0,73.0,0.0,1.0,1.0,0,0.5,6.631074606433949,8,3.768344229737872,1.0,1.0,2123.0,0.04050871408384362,124.0,248.0,0.5
444.0,Private room,Westerpark,Room in boutique hotel,1,1,2,1.0,1.0,1.0,1,66,1.04,9,0,0,0,0,4.74,4.74,4.68,4.68,4.76,4.76,4.47,66.0,516.0,0.0,0.0,0.0,0,0.0,6.631074606433949,16,3.9578355563234173,1.0,1.0,2137.0,0.03088441740758072,222.0,444.0,0.5
323.0,Private room,Westerpark,Room in boutique hotel,1,1,2,1.0,1.0,1.0,1,27,0.43,9,333,22,42,68,4.85,4.89,4.89,4.85,4.85,4.96,4.81,27.0,248.0,0.0,0.0,0.0,0,0.0,6.631074606433949,9,3.7953081627845737,1.0,1.0,2102.0,0.012844909609895337,161.5,323.0,0.5
444.0,Private room,Westerpark,Room in boutique hotel,1,1,2,1.0,1.0,1.0,1,2,0.03,9,0,0,0,0,4.0,5.0,5.0,4.0,2.5,4.5,3.5,2.0,1163.0,0.0,0.0,0.0,0,0.0,6.631074606433949,15,3.8902846043572383,1.0,1.0,2059.0,0.0009713453132588635,222.0,444.0,0.5
243.0,Private room,Westerpark,Room in boutique hotel,1,1,2,1.0,1.0,1.0,1,57,0.91,9,292,7,19,36,4.77,4.79,4.82,4.81,4.74,4.74,4.67,57.0,332.0,0.0,0.0,0.0,0,0.0,6.631074606433949,7,3.954532928425259,1.0,1.0,2114.0,0.02696310312204352,121.5,243.0,0.5
296.0,Private room,De Baarsjes - Oud-West,Room in boutique hotel,1,1,5,0.0,1.0,4.0,2,31,0.49,12,230,9,19,36,4.81,4.65,4.81,4.74,4.71,4.71,4.68,31.0,4.0,2.0,4.0,5.0,1,3.1666666666666665,6.176591375770021,22,4.593236331215642,0.79,0.99,2136.0,0.01451310861423221,59.2,296.0,0.8
359.0,Private room,De Pijp - Rivierenbuurt,Private room in home,1,0,4,2.0,2.0,2.0,3,63,0.99,3,25,2,14,25,4.92,4.94,4.98,4.97,4.98,4.97,4.75,63.0,25.0,2.0,6.0,13.0,1,5.166666666666667,12.232717316906228,38,1.550142235144671,1.0,0.99,2129.0,0.02959135744480977,89.75,179.5,0.5
327.0,Private room,De Baarsjes - Oud-West,Room in boutique hotel,1,1,6,0.0,1.0,4.0,2,27,0.43,12,227,4,10,30,4.89,4.77,4.81,4.85,4.77,4.73,4.73,27.0,3.0,5.0,5.0,6.0,1,5.166666666666667,6.176591375770021,22,4.7963625326907815,0.79,0.99,2119.0,0.012741859367626238,54.5,327.0,0.6666666666666666
145.0,Entire home/apt,Westerpark,Entire rental unit,0,0,4,1.5,1.0,2.0,4,8,0.17,1,169,6,6,6,4.13,4.38,4.63,4.88,5.0,4.63,4.13,8.0,12.0,2.0,2.0,2.0,1,2.0,10.557152635181383,40,3.592157571821979,1.0,0.7,1660.0,0.004819277108433735,36.25,145.0,0.5
320.0,Entire home/apt,De Baarsjes - Oud-West,Entire rental unit,1,0,2,1.0,1.0,1.0,1,13,0.36,1,356,26,51,81,4.85,4.77,4.85,4.69,4.85,4.85,4.85,13.0,125.0,0.0,0.0,5.0,0,0.8333333333333334,9.749486652977414,42,4.267808108174557,1.0,0.58,1317.0,0.009870918754745633,160.0,320.0,0.5
225.0,Entire home/apt,De Pijp - Rivierenbuurt,Entire rental unit,1,1,2,1.5,1.0,1.0,2,34,0.54,6,98,20,50,76,4.82,4.82,4.65,4.97,4.97,4.79,4.65,34.0,11.0,2.0,10.0,12.0,1,6.333333333333333,12.706365503080082,49,1.2454601998087724,1.0,1.0,2122.0,0.016022620169651274,112.5,225.0,0.5
220.0,Private room,Centrum-West,Private room in bed and breakfast,1,0,2,1.0,0.0,2.0,3,43,0.69,1,43,2,19,40,4.98,4.98,4.93,5.0,4.98,5.0,4.81,43.0,11.0,2.0,5.0,16.0,1,5.333333333333333,14.368240930869268,36,2.754793887477671,1.0,0.93,2108.0,0.020398481973434534,110.0,220.0,1.0
275.0,Private room,Oud-Noord,Private room in bed and breakfast,1,1,4,1.0,1.0,4.0,1,36,0.57,2,320,4,18,48,4.78,4.75,4.69,4.92,4.92,4.58,4.53,36.0,56.0,0.0,2.0,6.0,0,1.6666666666666667,12.88432580424367,17,5.194682594827101,1.0,1.0,2120.0,0.016981132075471698,68.75,275.0,1.0
186.0,Entire home/apt,De Baarsjes - Oud-West,Tiny home,1,0,2,1.0,1.0,1.0,3,48,1.01,1,59,20,38,59,4.96,4.92,4.79,5.0,5.0,4.96,4.75,48.0,61.0,0.0,2.0,9.0,0,2.1666666666666665,6.924024640657084,21,4.594464501880418,1.0,1.0,1653.0,0.029038112522686024,93.0,186.0,0.5
140.0,Private room,Centrum-Oost,Room in boutique hotel,1,0,2,1.0,1.0,2.0,2,115,2.09,6,27,8,21,27,4.85,4.9,4.89,4.89,4.9,4.94,4.78,115.0,46.0,0.0,5.0,6.0,0,2.6666666666666665,10.789869952087612,36,0.6434822319227029,0.97,0.87,1880.0,0.061170212765957445,70.0,140.0,1.0
145.0,Private room,Noord-West,Private room in home,1,0,4,1.0,2.0,3.0,4,88,1.42,1,64,1,17,39,4.95,4.95,4.97,4.95,4.98,4.73,4.8,88.0,9.0,2.0,5.0,9.0,1,4.166666666666667,9.705681040383299,37,5.007251461809466,1.0,0.95,2086.0,0.04218600191754554,36.25,72.5,0.75
154.0,Entire home/apt,De Baarsjes - Oud-West,Entire rental unit,0,0,3,1.0,2.0,1.0,3,13,0.21,1,18,3,8,17,5.0,4.92,5.0,4.92,5.0,4.77,5.0,13.0,58.0,0.0,1.0,3.0,0,0.8333333333333334,10.099931553730322,33,5.564762237238782,1.0,0.67,2100.0,0.006190476190476191,51.333333333333336,77.0,0.3333333333333333
322.0,Entire home/apt,De Baarsjes - Oud-West,Entire condo,0,0,4,1.5,2.0,3.0,3,11,0.38,1,9,0,0,0,4.91,5.0,5.0,5.0,5.0,5.0,4.82,11.0,49.0,0.0,1.0,1.0,0,0.5,5.522245037645448,57,5.37130387784939,1.0,0.67,1088.0,0.01011029411764706,80.5,161.0,0.75
180.0,Entire home/apt,Oud-Noord,Entire home,0,0,2,1.5,1.0,1.0,5,16,0.35,1,22,0,0,18,5.0,5.0,4.94,4.94,5.0,4.69,4.81,16.0,93.0,0.0,0.0,2.0,0,0.3333333333333333,5.169062286105407,47,3.509103446779397,1.0,0.67,1608.0,0.009950248756218905,90.0,180.0,0.5
147.0,Entire home/apt,De Baarsjes - Oud-West,Entire condo,0,0,4,1.5,2.0,2.0,2,1,1.0,1,8,8,8,8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,15.0,1.0,1.0,1.0,1,1.0,13.705681040383299,39,4.667307675944523,1.0,0.38,243.0,0.00411522633744856,36.75,73.5,0.5
236.0,Private room,IJburg - Zeeburgereiland,Private room in rental unit,1,0,4,1.5,3.0,3.0,4,35,0.57,1,7,7,7,7,4.97,4.97,4.86,4.94,4.94,4.74,4.69,35.0,60.0,0.0,2.0,5.0,0,1.5,5.856262833675565,38,6.5418923311378725,1.0,0.8,2073.0,0.01688374336710082,59.0,78.66666666666667,0.75
162.0,Entire home/apt,Oud-Noord,Entire guest suite,1,0,2,1.0,1.0,1.0,3,81,1.32,1,8,8,8,8,5.0,5.0,5.0,4.99,5.0,4.85,4.94,81.0,24.0,2.0,5.0,9.0,1,4.166666666666667,12.219028062970569,25,4.357276405140994,1.0,0.96,2073.0,0.03907380607814761,81.0,162.0,0.5
405.0,Entire home/apt,De Baarsjes - Oud-West,Entire condo,0,0,4,1.0,2.0,2.0,3,28,0.45,1,31,1,10,31,5.0,5.0,4.89,5.0,5.0,4.86,4.61,28.0,55.0,0.0,2.0,4.0,0,1.3333333333333333,10.568104038329912,49,5.561280898255333,1.0,0.5,2087.0,0.013416387158600862,101.25,202.5,0.5
127.0,Entire home/apt,Bos en Lommer,Entire condo,0,0,2,1.5,1.0,2.0,2,11,0.18,1,6,5,6,6,5.0,5.0,4.73,5.0,5.0,5.0,4.55,11.0,291.0,0.0,0.0,0.0,0,0.0,12.594113620807667,42,6.839100587774608,1.0,0.5,2095.0,0.005250596658711217,63.5,127.0,1.0
220.0,Entire home/apt,Bijlmer-Centrum,Entire home,0,0,4,1.5,2.0,3.0,1,56,0.9,1,5,5,5,5,4.96,4.95,4.86,4.98,5.0,4.63,4.7,56.0,10.0,3.0,7.0,7.0,1,5.0,9.034907597535934,40,9.237379718729978,1.0,0.8,2101.0,0.026653974297953357,55.0,110.0,0.75
169.0,Private room,Centrum-Oost,Private room in home,0,1,2,1.0,1.0,1.0,2,94,1.55,4,269,1,11,36,4.89,4.94,4.93,4.71,4.84,4.96,4.7,94.0,12.0,2.0,6.0,11.0,1,4.833333333333333,5.4401095140314855,44,0.9795296681866617,1.0,1.0,2044.0,0.04598825831702544,84.5,169.0,0.5
227.0,Private room,Centrum-Oost,Private room in home,0,1,2,1.0,1.0,2.0,1,113,1.83,4,306,14,33,58,4.83,4.82,4.89,4.62,4.73,4.98,4.65,113.0,8.0,2.0,5.0,17.0,1,5.5,5.4401095140314855,17,0.9795296681866617,1.0,1.0,2080.0,0.05432692307692308,113.5,227.0,1.0
153.0,Entire home/apt,Buitenveldert - Zuidas,Boat,1,0,4,1.0,2.0,1.0,2,75,1.5,5,337,15,36,64,4.84,4.89,4.87,4.92,4.95,4.61,4.72,75.0,51.0,0.0,3.0,5.0,0,1.8333333333333333,8.125941136208077,42,7.139412485198082,1.0,1.0,1723.0,0.04352872896111434,38.25,76.5,0.25
348.0,Entire home/apt,Centrum-West,Houseboat,0,0,4,2.0,2.0,1.0,3,14,0.22,1,32,10,20,20,4.93,4.79,4.57,4.93,4.86,5.0,4.64,14.0,61.0,0.0,1.0,1.0,0,0.5,9.182751540041068,40,2.002461227714512,0.9,1.0,2097.0,0.006676204101096805,87.0,174.0,0.25
175.0,Entire home/apt,Oud-Oost,Entire condo,0,0,3,1.5,2.0,1.0,3,21,0.34,1,8,8,8,8,5.0,5.0,4.95,4.95,5.0,4.86,4.71,21.0,328.0,0.0,0.0,0.0,0,0.0,11.02258726899384,41,2.4694768500637396,1.0,1.0,2087.0,0.010062290368950648,58.333333333333336,87.5,0.3333333333333333
309.0,Entire home/apt,Oud-Oost,Entire rental unit,0,0,3,1.5,2.0,2.0,3,25,0.67,1,253,0,0,0,4.96,4.96,5.0,4.96,5.0,4.84,4.64,25.0,101.0,0.0,0.0,6.0,0,1.0,9.727583846680355,44,1.2811174530465808,1.0,0.75,1340.0,0.018656716417910446,103.0,154.5,0.6666666666666666
385.0,Entire home/apt,Centrum-West,Entire rental unit,1,0,2,1.0,1.0,1.0,2,139,2.42,1,149,9,31,59,4.95,4.93,4.97,4.94,4.91,4.98,4.8,139.0,23.0,1.0,5.0,13.0,1,4.333333333333333,9.908281998631075,26,1.7710042173296756,1.0,1.0,1951.0,0.07124551512045105,192.5,385.0,0.5
96.0,Private room,Buitenveldert - Zuidas,Private room in townhouse,1,0,2,1.0,1.0,1.0,3,105,1.74,2,79,8,38,68,4.99,4.96,4.98,5.0,4.99,4.8,4.79,105.0,17.0,4.0,10.0,18.0,1,8.333333333333334,11.945242984257359,41,5.6056586947837,1.0,1.0,2035.0,0.051597051597051594,48.0,96.0,0.5
154.0,Private room,Centrum-West,Private room in rental unit,1,1,4,1.0,0.0,1.0,2,69,1.13,1,334,19,49,65,4.51,4.55,4.62,4.78,4.78,4.87,4.41,69.0,34.0,0.0,5.0,11.0,0,3.5,5.08145106091718,10,1.4963269354654012,1.0,1.0,2062.0,0.03346265761396702,38.5,154.0,0.25
350.0,Entire home/apt,Centrum-West,Entire rental unit,0,0,2,1.0,1.0,1.0,2,15,0.25,1,80,26,50,80,4.73,4.67,4.07,4.93,5.0,5.0,4.33,15.0,140.0,0.0,0.0,1.0,0,0.16666666666666666,12.673511293634498,20,2.505181473845567,0.8,0.29,2059.0,0.007285089849441476,175.0,350.0,0.5
185.0,Private room,Centrum-Oost,Private room in rental unit,0,0,2,1.5,1.0,1.0,3,1,0.02,1,9,0,0,9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1489.0,0.0,0.0,0.0,0,0.0,10.198494182067078,26,0.8550178045515474,1.0,0.0,1717.0,0.0005824111822947001,92.5,185.0,0.5
271.0,Private room,Westerpark,Room in boutique hotel,1,1,2,1.0,1.0,1.0,1,25,0.41,9,348,23,53,83,4.64,4.72,4.76,4.72,4.68,4.84,4.6,25.0,480.0,0.0,0.0,0.0,0,0.0,6.631074606433949,10,3.979719208813253,1.0,1.0,2071.0,0.012071463061323033,135.5,271.0,0.5
349.0,Private room,Zuid,Room in boutique hotel,1,1,2,1.0,1.0,1.0,1,50,0.82,4,352,27,57,87,4.8,4.84,4.86,4.82,4.78,4.86,4.64,50.0,39.0,0.0,1.0,3.0,0,0.8333333333333334,5.04312114989733,8,3.1909604216442973,0.9,0.99,2059.0,0.02428363283147159,174.5,349.0,0.5
369.0,Private room,Zuid,Room in boutique hotel,1,1,3,1.0,1.0,2.0,1,112,1.82,4,352,27,57,87,4.86,4.88,4.92,4.93,4.9,4.88,4.71,112.0,36.0,0.0,2.0,3.0,0,1.1666666666666667,5.04312114989733,8,3.289906677460695,0.9,0.99,2073.0,0.054027978774722624,123.0,369.0,0.6666666666666666
450.0,Private room,Zuid,Room in boutique hotel,1,1,2,1.0,1.0,1.0,1,11,0.18,4,316,5,27,53,4.45,4.36,4.73,4.18,4.36,4.73,4.18,11.0,79.0,0.0,1.0,1.0,0,0.5,5.04312114989733,8,3.3236862545072245,0.9,0.99,2072.0,0.005308880308880309,225.0,450.0,0.5
43.0,Hotel room,Zuid,Room in hostel,0,1,1,0.5,1.0,2.0,1,34,0.55,10,0,0,0,0,4.74,4.76,4.62,4.94,4.94,4.97,4.74,34.0,265.0,0.0,0.0,0.0,0,0.0,6.633812457221081,9,2.9645929581733097,0.5,1.0,2072.0,0.016409266409266408,43.0,43.0,2.0
248.0,Entire home/apt,De Baarsjes - Oud-West,Entire rental unit,0,0,3,1.5,1.0,1.0,3,4,0.23,1,187,15,45,75,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,151.0,0.0,0.0,1.0,0,0.16666666666666666,12.459958932238193,42,5.215236218868689,1.0,0.6,747.0,0.00535475234270415,82.66666666666667,248.0,0.3333333333333333
125.0,Private room,IJburg - Zeeburgereiland,Private room in houseboat,1,0,2,1.5,1.0,1.0,2,116,1.9,1,151,20,45,75,4.91,4.89,4.96,4.93,4.95,4.84,4.72,116.0,32.0,0.0,8.0,18.0,0,5.666666666666667,11.811088295687885,27,9.570096469827284,1.0,0.96,2059.0,0.056338028169014086,62.5,125.0,0.5
250.0,Entire home/apt,De Baarsjes - Oud-West,Entire condo,0,0,2,1.5,1.0,1.0,1,35,0.71,1,3,3,3,3,4.91,4.94,4.94,5.0,4.97,4.89,4.8,35.0,25.0,1.0,3.0,7.0,1,2.6666666666666665,11.373032169746748,51,4.672311068796757,1.0,0.75,1701.0,0.0205761316872428,125.0,250.0,0.5
256.0,Private room,Westerpark,Room in boutique hotel,1,1,2,1.0,1.0,1.0,1,15,0.31,9,346,22,52,82,4.8,4.93,4.87,4.73,4.73,4.8,4.6,15.0,254.0,0.0,0.0,0.0,0,0.0,6.631074606433949,8,3.7962298595314965,1.0,1.0,1702.0,0.00881316098707403,128.0,256.0,0.5
109.0,Entire home/apt,Osdorp,Entire home,1,0,2,1.5,1.0,1.0,2,14,0.61,1,108,0,1,1,4.71,4.93,4.71,4.93,5.0,4.64,4.64,14.0,46.0,0.0,2.0,3.0,0,1.1666666666666667,9.609856262833675,43,11.104529900157607,1.0,0.9,913.0,0.01533406352683461,54.5,109.0,0.5
191.0,Entire home/apt,De Baarsjes - Oud-West,Entire rental unit,1,0,3,1.0,2.0,2.0,2,45,0.89,1,82,6,18,48,4.91,4.93,4.78,4.96,5.0,4.96,4.84,45.0,49.0,0.0,3.0,9.0,0,2.5,9.207392197125257,25,5.170686189366545,1.0,0.42,1743.0,0.025817555938037865,63.666666666666664,95.5,0.6666666666666666
200.0,Private room,Oud-Noord,Private room in home,1,1,4,2.0,2.0,2.0,3,48,0.92,3,16,5,16,16,4.94,4.96,4.98,5.0,4.98,4.69,4.69,48.0,49.0,0.0,1.0,2.0,0,0.6666666666666666,5.757700205338809,24,2.0175438001551345,1.0,1.0,1800.0,0.02666666666666667,50.0,100.0,0.5
93.0,Private room,Watergraafsmeer,Private room in rental unit,0,0,2,1.5,1.0,2.0,2,14,0.23,4,141,10,30,60,4.36,4.71,4.64,4.71,4.71,4.57,4.14,14.0,20.0,1.0,3.0,4.0,1,2.1666666666666665,9.483915126625599,26,3.0973374330252903,0.96,0.84,2037.0,0.006872852233676976,46.5,93.0,1.0
187.0,Private room,Oud-Noord,Room in boutique hotel,0,1,2,1.0,1.0,1.0,1,17,0.44,12,0,0,0,0,4.71,4.71,4.76,4.59,4.65,4.65,4.35,17.0,599.0,0.0,0.0,0.0,0,0.0,6.546201232032854,34,2.5455773051312702,0.99,0.99,1383.0,0.012292118582791034,93.5,187.0,0.5
